model,lead_day,n_idx30,rmse_idx30,rmse_idx90,rmse_reg_macro
persistence_recursive,779,8,1.4594025059295237,0.9020777660210956,1.1807401359753096
persistence_recursive,780,8,1.477422115996776,0.9089448821565127,1.1931834990766443
persistence_recursive,781,8,1.487678726702412,0.917784860912722,1.202731793807567
lstm_baseline_recursive,1,8,0.02755304523609373,0.01528803526880323,0.02142054025244848
lstm_baseline_recursive,2,8,0.048195931079130304,0.02422082369771002,0.036208377388420164
lstm_baseline_recursive,3,8,0.06280154010773312,0.03632848631530993,0.04956501321152153
lstm_baseline_recursive,4,8,0.0815886874107011,0.045021401913632166,0.06330504466216663
lstm_baseline_recursive,5,8,0.09736553633994603,0.05796937233545951,0.07766745433770278
lstm_baseline_recursive,6,8,0.14905997302122587,0.06725480811853579,0.10815739056988083
lstm_baseline_recursive,7,8,0.18477442846518136,0.07666034837313898,0.13071738841916017
lstm_baseline_recursive,8,8,0.1951541889487717,0.0865435995837751,0.1408488942662734
lstm_baseline_recursive,9,8,0.2170732390095899,0.09655382814890966,0.1568135335792498
lstm_baseline_recursive,10,8,0.22571455403638624,0.10116587792642118,0.1634402159814037
lstm_baseline_recursive,11,8,0.21232401486676403,0.09992187578567753,0.15612294532622079
lstm_baseline_recursive,12,8,0.13462419682232868,0.09467798740177448,0.11465109211205157
lstm_baseline_recursive,13,8,0.17216664485947258,0.09760873548100016,0.13488769017023639
lstm_baseline_recursive,14,8,0.25152319322453487,0.10989781240762976,0.1807105028160823
lstm_baseline_recursive,15,8,0.3179308515377642,0.12440611701927083,0.2211684842785175
lstm_baseline_recursive,16,8,0.3557985706552508,0.13376910374732026,0.24478383720128552
lstm_baseline_recursive,17,8,0.4172938569473874,0.1423137616854521,0.27980380931641974
lstm_baseline_recursive,18,8,0.47945974987074413,0.15734598469995845,0.3184028672853513
lstm_baseline_recursive,19,8,0.47722289868208334,0.16080525706810792,0.3190140778750956
lstm_baseline_recursive,20,8,0.5258050651270909,0.16489222997188852,0.3453486475494897
lstm_baseline_recursive,21,8,0.6130144381043086,0.17701811324434233,0.39501627567432546
lstm_baseline_recursive,22,8,0.7290367861655548,0.1871230368646457,0.45807991151510025
lstm_baseline_recursive,23,8,0.8007771139150697,0.1946779723352767,0.4977275431251732
lstm_baseline_recursive,24,8,0.8451703058469885,0.20396782461088125,0.5245690652289349
lstm_baseline_recursive,25,8,0.8707896360040487,0.2081674922448327,0.5394785641244407
lstm_baseline_recursive,26,8,0.9669568021283729,0.22032201449710787,0.5936394083127403
lstm_baseline_recursive,27,8,1.1086087241572629,0.22984125808562653,0.6692249911214447
lstm_baseline_recursive,28,8,1.1638361412224483,0.2352821158967707,0.6995591285596094
lstm_baseline_recursive,29,8,1.236312345274807,0.25657072525208313,0.746441535263445
lstm_baseline_recursive,30,8,1.2948206120047232,0.2896145687378008,0.792217590371262
lstm_baseline_recursive,31,8,1.3619436413337969,0.31303340778993,0.8374885245618634
lstm_baseline_recursive,32,8,1.4264141523332041,0.3268745752350192,0.8766443637841117
lstm_baseline_recursive,33,8,1.506349260326323,0.3300841670952349,0.9182167137107791
lstm_baseline_recursive,34,8,1.5894753780465383,0.35276157423393484,0.9711184761402365
lstm_baseline_recursive,35,8,1.6374628570487377,0.3522362966795612,0.9948495768641494
lstm_baseline_recursive,36,8,1.7161180829716682,0.37272531968310607,1.044421701327387
lstm_baseline_recursive,37,8,1.7983962362554433,0.3979194167145532,1.0981578264849983
lstm_baseline_recursive,38,8,1.8808407592095642,0.4183479099549789,1.1495943345822714
lstm_baseline_recursive,39,8,1.9546475301863881,0.42981091481311123,1.1922292224997497
